,Id,category,identifier
CLEC4A,6706,Receptor,CLEC4A
ADGRF5,6707,Receptor,ADGRF5
ANTXR1,6708,Receptor,ANTXR1
NCR3,6709,Receptor,NCR3
TMIGD2,6710,Receptor,TMIGD2
HJV,6711,Receptor,HJV
LCTL,6712,Receptor,LCTL
KLRF2,6713,Receptor,KLRF2
LRRC4,6714,Receptor,LRRC4
DCHS1,6715,Receptor,DCHS1
BMP1,6716,Receptor,BMP1
CLEC12B,6717,Receptor,CLEC12B
IGSF9B,6718,Receptor,IGSF9B
VTCN1,6719,Receptor,VTCN1
CXADR,6720,Receptor,CXADR
SFTPA2,6721,Receptor,SFTPA2
IZUMO1R,6722,Receptor,IZUMO1R
MPZL3,6723,Receptor,MPZL3
MDGA1,6724,Receptor,MDGA1
TMEM167A,6725,Receptor,TMEM167A
CADM2,6726,Receptor,CADM2
PLVAP,6727,Receptor,PLVAP
WNT2,6728,Receptor,WNT2
WNT6,6729,Receptor,WNT6
PLXNA4,6730,Receptor,PLXNA4
SDK2,6731,Receptor,SDK2
HLA-G,6732,Receptor,HLA-G
CEACAM21,6733,Receptor,CEACAM21
EDAR,6734,Receptor,EDAR
TJP3,6735,Receptor,TJP3
GABRA5,6736,Receptor,GABRA5
GABRA3,6737,Receptor,GABRA3
GABRA2,6738,Receptor,GABRA2
GABRA4,6739,Receptor,GABRA4
GABRA6,6740,Receptor,GABRA6
CD200,6741,Receptor,CD200
CD300LG,6742,Receptor,CD300LG
TIMD4,6743,Receptor,TIMD4
PLB1,6744,Receptor,PLB1
PATJ,6745,Receptor,PATJ
LPAR1,6746,Receptor,LPAR1
LPAR4,6747,Receptor,LPAR4
LPAR2,6748,Receptor,LPAR2
USH2A,6749,Receptor,USH2A
VEZT,6750,Receptor,VEZT
KLRF1,6751,Receptor,KLRF1
RORC,6752,Receptor,RORC
RGMB,6753,Receptor,RGMB
TRAF5,6754,Receptor,TRAF5
CD160,6755,Receptor,CD160
HHLA2,6756,Receptor,HHLA2
BTN3A3,6757,Receptor,BTN3A3
IGHE,6758,Receptor,IGHE
FCER1A,6759,Receptor,FCER1A
OMG,6760,Receptor,OMG
IYD,6761,Receptor,IYD
FAT4,6762,Receptor,FAT4
TMC2,6763,Receptor,TMC2
TMC1,6764,Receptor,TMC1
ADGRV1,6765,Receptor,ADGRV1
RPS6KA5,6766,Receptor,RPS6KA5
STK36,6767,Receptor,STK36
DSP,6768,Receptor,DSP
MFRP,6769,Receptor,MFRP
MALT1,6770,Receptor,MALT1
AGT,6771,Receptor,AGT
SLC6A19,6772,Receptor,SLC6A19
CADM4,6773,Receptor,CADM4
RAMP2,6774,Receptor,RAMP2
RAMP3,6775,Receptor,RAMP3
IGSF11,6776,Receptor,IGSF11
PRSS55,6777,Receptor,PRSS55
NTNG2,6778,Receptor,NTNG2
TMEM53,6779,Receptor,TMEM53
LRRTM4,6780,Receptor,LRRTM4
NR3C2,6781,Receptor,NR3C2
CNTN5,6782,Receptor,CNTN5
MILR1,6783,Receptor,MILR1
NLK,6784,Receptor,NLK
MCOLN3,6785,Receptor,MCOLN3
S1PR2,6786,Receptor,S1PR2
GJB2,6787,Receptor,GJB2
TNFRSF19,6788,Receptor,TNFRSF19
KIAA0319L,6789,Receptor,KIAA0319L
TEX101,6790,Receptor,TEX101
LRFN2,6791,Receptor,LRFN2
PCDHGA7,6792,Receptor,PCDHGA7
SIGLEC12,6793,Receptor,SIGLEC12
CLEC2B,6794,Receptor,CLEC2B
AMIGO2,6795,Receptor,AMIGO2
LRRN3,6796,Receptor,LRRN3
THSD7A,6797,Receptor,THSD7A
TMEM59L,6798,Receptor,TMEM59L
LYPD6,6799,Receptor,LYPD6
BTN3A2,6800,Receptor,BTN3A2
ADGRL1,6801,Receptor,ADGRL1
ADGRL2,6802,Receptor,ADGRL2
MAPKAPK2,6803,Receptor,MAPKAPK2
HLA-DPB1,6804,Receptor,HLA-DPB1
TNFRSF13C,6805,Receptor,TNFRSF13C
LRP12,6806,Receptor,LRP12
ADGRA2,6807,Receptor,ADGRA2
SEMA4A,6808,Receptor,SEMA4A
PLXDC1,6809,Receptor,PLXDC1
PCDHGA12,6810,Receptor,PCDHGA12
PCDHGC3,6811,Receptor,PCDHGC3
PCDHGC5,6812,Receptor,PCDHGC5
PCDHGC4,6813,Receptor,PCDHGC4
PCDHGB7,6814,Receptor,PCDHGB7
PCDHGB5,6815,Receptor,PCDHGB5
PCDHGB3,6816,Receptor,PCDHGB3
PCDHGB2,6817,Receptor,PCDHGB2
PCDHGB1,6818,Receptor,PCDHGB1
PCDHGA9,6819,Receptor,PCDHGA9
PCDHGA8,6820,Receptor,PCDHGA8
PCDHGA6,6821,Receptor,PCDHGA6
PCDHGA5,6822,Receptor,PCDHGA5
PCDHGA4,6823,Receptor,PCDHGA4
PCDHGA3,6824,Receptor,PCDHGA3
PCDHGA2,6825,Receptor,PCDHGA2
PCDHGA11,6826,Receptor,PCDHGA11
PCDHGA10,6827,Receptor,PCDHGA10
PCDHGA1,6828,Receptor,PCDHGA1
CLDN19,6829,Receptor,CLDN19
TNFSF18,6830,Receptor,TNFSF18
CGN,6831,Receptor,CGN
ICOSLG,6832,Receptor,ICOSLG
CACNA1G,6833,Receptor,CACNA1G
CDKN2A,6834,Receptor,CDKN2A
NR4A2,6835,Receptor,NR4A2
KCNIP4,6836,Receptor,KCNIP4
DAPK2,6837,Receptor,DAPK2
HDAC9,6838,Receptor,HDAC9
TRRAP,6839,Receptor,TRRAP
RPS6KA1,6840,Receptor,RPS6KA1
FCAMR,6841,Receptor,FCAMR
MS4A4A,6842,Receptor,MS4A4A
PRKX,6843,Receptor,PRKX
MAPK13,6844,Receptor,MAPK13
ST6GAL1,6845,Receptor,ST6GAL1
GPR55,6846,Receptor,GPR55
MMP11,6847,Receptor,MMP11
SLC1A5,6848,Receptor,SLC1A5
COLEC12,6849,Receptor,COLEC12
MRC2,6850,Receptor,MRC2
ATP1A3,6851,Receptor,ATP1A3
CHRNB3,6852,Receptor,CHRNB3
MPIG6B,6853,Receptor,MPIG6B
GRIN2D,6854,Receptor,GRIN2D
PIM1,6855,Receptor,PIM1
CD69,6856,Receptor,CD69
ABCC3,6857,Receptor,ABCC3
IGF2R,6858,Receptor,IGF2R
FNTB,6859,Receptor,FNTB
CLK1,6860,Receptor,CLK1
XK,6861,Receptor,XK
SLC12A2,6862,Receptor,SLC12A2
TAS2R19,6863,Receptor,TAS2R19
DGCR2,6864,Receptor,DGCR2
CACNB1,6865,Receptor,CACNB1
ACACA,6866,Receptor,ACACA
KDM3B,6867,Receptor,KDM3B
MTDH,6868,Receptor,MTDH
TMEM104,6869,Receptor,TMEM104
NSD1,6870,Receptor,NSD1
RIOK2,6871,Receptor,RIOK2
SERINC1,6872,Receptor,SERINC1
CDK12,6873,Receptor,CDK12
CALY,6874,Receptor,CALY
TJP2,6875,Receptor,TJP2
BAZ2A,6876,Receptor,BAZ2A
CACHD1,6877,Receptor,CACHD1
FFAR2,6878,Receptor,FFAR2
PIGR,6879,Receptor,PIGR
CXCL10,6880,Receptor,CXCL10
CTSB,6881,Receptor,CTSB
ABCB1,6882,Receptor,ABCB1
IL1RN,6883,Receptor,IL1RN
PTGS1,6884,Receptor,PTGS1
HSD11B1,6885,Receptor,HSD11B1
CHI3L1,6886,Receptor,CHI3L1
RGS7,6887,Receptor,RGS7
CX3CL1,6888,Receptor,CX3CL1
MUC5AC,6889,Receptor,MUC5AC
MAPKAPK3,6890,Receptor,MAPKAPK3
SLC5A11,6891,Receptor,SLC5A11
AQP3,6892,Receptor,AQP3
CELSR2,6893,Receptor,CELSR2
GPR160,6894,Receptor,GPR160
ABCG2,6895,Receptor,ABCG2
CDK11A,6896,Receptor,CDK11A
SLC9A8,6897,Receptor,SLC9A8
MSR1,6898,Receptor,MSR1
SLC7A1,6899,Receptor,SLC7A1
CELSR3,6900,Receptor,CELSR3
TPSAB1,6901,Receptor,TPSAB1
LIN7C,6902,Receptor,LIN7C
HPGD,6903,Receptor,HPGD
PTGER1,6904,Receptor,PTGER1
PTGFR,6905,Receptor,PTGFR
PTGDR2,6906,Receptor,PTGDR2
KLRG2,6907,Receptor,KLRG2
HLA-DPA1,6908,Receptor,HLA-DPA1
ADGRG5,6909,Receptor,ADGRG5
ERN1,6910,Receptor,ERN1
TNFRSF10C,6911,Receptor,TNFRSF10C
TNFRSF10D,6912,Receptor,TNFRSF10D
CD1A,6913,Receptor,CD1A
CD1B,6914,Receptor,CD1B
CD1C,6915,Receptor,CD1C
PLCD1,6916,Receptor,PLCD1
GRIA4,6917,Receptor,GRIA4
CAP1,6918,Receptor,CAP1
SLC18A2,6919,Receptor,SLC18A2
SLC18A3,6920,Receptor,SLC18A3
SLC17A7,6921,Receptor,SLC17A7
CD7,6922,Receptor,CD7
CKAP4,6923,Receptor,CKAP4
IRAK4,6924,Receptor,IRAK4
TLR7,6925,Receptor,TLR7
ADGRB2,6926,Receptor,ADGRB2
SSTR2,6927,Receptor,SSTR2
RECK,6928,Receptor,RECK
CHRNA1,6929,Receptor,CHRNA1
CCBE1,6930,Receptor,CCBE1
ROBO2,6931,Receptor,ROBO2
GREM1,6932,Receptor,GREM1
CATSPER1,6933,Receptor,CATSPER1
PLSCR4,6934,Receptor,PLSCR4
CYP7A1,6935,Receptor,CYP7A1
LOX,6936,Receptor,LOX
LIMK2,6937,Receptor,LIMK2
SIK1,6938,Receptor,SIK1
TGFBI,6939,Receptor,TGFBI
VASN,6940,Receptor,VASN
CD109,6941,Receptor,CD109
ADAMTS16,6942,Receptor,ADAMTS16
FBLN5,6943,Receptor,FBLN5
ADGRG1,6944,Receptor,ADGRG1
CHRNA4,6945,Receptor,CHRNA4
SCARA5,6946,Receptor,SCARA5
ADAMTS13,6947,Receptor,ADAMTS13
STAB2,6948,Receptor,STAB2
KCNJ3,6949,Receptor,KCNJ3
F2RL3,6950,Receptor,F2RL3
HPSE,6951,Receptor,HPSE
CDH6,6952,Receptor,CDH6
WNK1,6953,Receptor,WNK1
RBP3,6954,Receptor,RBP3
PTGER4,6955,Receptor,PTGER4
C1QB,6956,Receptor,C1QB
CFC1,6957,Receptor,CFC1
GREM2,6958,Receptor,GREM2
PKD2L1,6959,Receptor,PKD2L1
DDX58,6960,Receptor,DDX58
CDH10,6961,Receptor,CDH10
SLC4A11,6962,Receptor,SLC4A11
MBL2,6963,Receptor,MBL2
PLXDC2,6964,Receptor,PLXDC2
RORA,6965,Receptor,RORA
VANGL2,6966,Receptor,VANGL2
P2RY6,6967,Receptor,P2RY6
TMED5,6968,Receptor,TMED5
TAF1,6969,Receptor,TAF1
GRIK1,6970,Receptor,GRIK1
ATP2B2,6971,Receptor,ATP2B2
PHEX,6972,Receptor,PHEX
TUBB4B,6973,Receptor,TUBB4B
GPR42,6974,Receptor,GPR42
ASGR2,6975,Receptor,ASGR2
CNR2,6976,Receptor,CNR2
ADIPOR2,6977,Receptor,ADIPOR2
PROKR2,6978,Receptor,PROKR2
GPR152,6979,Receptor,GPR152
WIF1,6980,Receptor,WIF1
RNF43,6981,Receptor,RNF43
LGR6,6982,Receptor,LGR6
MYBPC3,6983,Receptor,MYBPC3
OBSCN,6984,Receptor,OBSCN
PKP4,6985,Receptor,PKP4
LAMP1,6986,Receptor,LAMP1
LAMP2,6987,Receptor,LAMP2
CCRL2,6988,Receptor,CCRL2
CMKLR2,6989,Receptor,CMKLR2
CMKLR1,6990,Receptor,CMKLR1
TRPM1,6991,Receptor,TRPM1
CD248,6992,Receptor,CD248
SCN2B,6993,Receptor,SCN2B
F11,6994,Receptor,F11
THBD,6995,Receptor,THBD
RGS18,6996,Receptor,RGS18
GAD2,6997,Receptor,GAD2
MMP3,6998,Receptor,MMP3
MMP12,6999,Receptor,MMP12
PLGRKT,7000,Receptor,PLGRKT
KLKB1,7001,Receptor,KLKB1
ST14,7002,Receptor,ST14
REN,7003,Receptor,REN
MAS1,7004,Receptor,MAS1
HDAC2,7005,Receptor,HDAC2
MMP7,7006,Receptor,MMP7
CTSG,7007,Receptor,CTSG
ACE,7008,Receptor,ACE
BDKRB1,7009,Receptor,BDKRB1
GPR135,7010,Receptor,GPR135
RXFP4,7011,Receptor,RXFP4
ACR,7012,Receptor,ACR
C1R,7013,Receptor,C1R
PRSS8,7014,Receptor,PRSS8
PRSS2,7015,Receptor,PRSS2
KLK1,7016,Receptor,KLK1
PRTN3,7017,Receptor,PRTN3
ABCC1,7018,Receptor,ABCC1
ADRA1A,7019,Receptor,ADRA1A
CYP17A1,7020,Receptor,CYP17A1
PCSK7,7021,Receptor,PCSK7
PCSK9,7022,Receptor,PCSK9
GJB6,7023,Receptor,GJB6
ACKR2,7024,Receptor,ACKR2
SSTR1,7025,Receptor,SSTR1
SSTR4,7026,Receptor,SSTR4
SSTR3,7027,Receptor,SSTR3
GHSR,7028,Receptor,GHSR
MRGPRX2,7029,Receptor,MRGPRX2
ATRN,7030,Receptor,ATRN
MC5R,7031,Receptor,MC5R
MC3R,7032,Receptor,MC3R
MC1R,7033,Receptor,MC1R
ACKR4,7034,Receptor,ACKR4
ACKR1,7035,Receptor,ACKR1
NPFFR1,7036,Receptor,NPFFR1
HRH4,7037,Receptor,HRH4
GNRHR,7038,Receptor,GNRHR
GNRHR2,7039,Receptor,GNRHR2
HCRTR2,7040,Receptor,HCRTR2
ORAI2,7041,Receptor,ORAI2
FXYD6,7042,Receptor,FXYD6
KREMEN2,7043,Receptor,KREMEN2
UTS2R,7044,Receptor,UTS2R
KLB,7045,Receptor,KLB
SLC40A1,7046,Receptor,SLC40A1
ASGR1,7047,Receptor,ASGR1
SORCS2,7048,Receptor,SORCS2
NPR1,7049,Receptor,NPR1
NPR3,7050,Receptor,NPR3
HTR3A,7051,Receptor,HTR3A
PRKG1,7052,Receptor,PRKG1
SLC12A5,7053,Receptor,SLC12A5
SLC12A1,7054,Receptor,SLC12A1
GPR20,7055,Receptor,GPR20
GPR84,7056,Receptor,GPR84
OPRK1,7057,Receptor,OPRK1
MC2R,7058,Receptor,MC2R
MRGPRX4,7059,Receptor,MRGPRX4
MRGPRX1,7060,Receptor,MRGPRX1
OGFR,7061,Receptor,OGFR
PC,7062,Receptor,PC
TPH1,7063,Receptor,TPH1
NEK3,7064,Receptor,NEK3
ACHE,7065,Receptor,ACHE
CALCRL,7066,Receptor,CALCRL
DCLK3,7067,Receptor,DCLK3
TPO,7068,Receptor,TPO
SIK2,7069,Receptor,SIK2
GIPR,7070,Receptor,GIPR
FAP,7071,Receptor,FAP
VIPR2,7072,Receptor,VIPR2
GHRHR,7073,Receptor,GHRHR
NPY1R,7074,Receptor,NPY1R
NPY2R,7075,Receptor,NPY2R
NPY4R,7076,Receptor,NPY4R
NPY5R,7077,Receptor,NPY5R
NPY6R,7078,Receptor,NPY6R
GPR83,7079,Receptor,GPR83
PRLHR,7080,Receptor,PRLHR
SLC5A2,7081,Receptor,SLC5A2
STK4,7082,Receptor,STK4
TTN,7083,Receptor,TTN
IGHG3,7084,Receptor,IGHG3
LIPF,7085,Receptor,LIPF
CIITA,7086,Receptor,CIITA
CYP2E1,7087,Receptor,CYP2E1
ANPEP,7088,Receptor,ANPEP
PSMB8,7089,Receptor,PSMB8
PSMB9,7090,Receptor,PSMB9
SLC26A3,7091,Receptor,SLC26A3
XDH,7092,Receptor,XDH
GABRQ,7093,Receptor,GABRQ
IL1R2,7094,Receptor,IL1R2
PTGDS,7095,Receptor,PTGDS
CHRFAM7A,7096,Receptor,CHRFAM7A
SIGIRR,7097,Receptor,SIGIRR
CRLF3,7098,Receptor,CRLF3
PON1,7099,Receptor,PON1
SPHK2,7100,Receptor,SPHK2
RXFP2,7101,Receptor,RXFP2
RXFP1,7102,Receptor,RXFP1
RXFP3,7103,Receptor,RXFP3
CPE,7104,Receptor,CPE
HDC,7105,Receptor,HDC
PLA2G7,7106,Receptor,PLA2G7
FCRL4,7107,Receptor,FCRL4
PLK4,7108,Receptor,PLK4
ADGRB1,7109,Receptor,ADGRB1
P2RX6,7110,Receptor,P2RX6
HSPA1B,7111,Receptor,HSPA1B
SRGN,7112,Receptor,SRGN
DNMT1,7113,Receptor,DNMT1
RRM2,7114,Receptor,RRM2
FABP5,7115,Receptor,FABP5
RRM2B,7116,Receptor,RRM2B
VRK2,7117,Receptor,VRK2
ULK2,7118,Receptor,ULK2
KAT2B,7119,Receptor,KAT2B
SLC38A2,7120,Receptor,SLC38A2
VRK1,7121,Receptor,VRK1
TRAF4,7122,Receptor,TRAF4
PLK3,7123,Receptor,PLK3
NLRC4,7124,Receptor,NLRC4
LATS2,7125,Receptor,LATS2
SCN3B,7126,Receptor,SCN3B
PLK2,7127,Receptor,PLK2
PADI4,7128,Receptor,PADI4
CLCA2,7129,Receptor,CLCA2
CD68,7130,Receptor,CD68
ALOX15,7131,Receptor,ALOX15
MLC1,7132,Receptor,MLC1
CLEC4G,7133,Receptor,CLEC4G
PTAFR,7134,Receptor,PTAFR
KCNK3,7135,Receptor,KCNK3
ECE1,7136,Receptor,ECE1
ADGRL4,7137,Receptor,ADGRL4
CCKAR,7138,Receptor,CCKAR
CRHR2,7139,Receptor,CRHR2
HSPA1A,7140,Receptor,HSPA1A
NMBR,7141,Receptor,NMBR
GRPR,7142,Receptor,GRPR
BRS3,7143,Receptor,BRS3
BAMBI,7144,Receptor,BAMBI
GSR,7145,Receptor,GSR
THBS2,7146,Receptor,THBS2
CFC1B,7147,Receptor,CFC1B
OLFM4,7148,Receptor,OLFM4
NPSR1,7149,Receptor,NPSR1
CHRNG,7150,Receptor,CHRNG
CHRNB2,7151,Receptor,CHRNB2
CHRNA5,7152,Receptor,CHRNA5
CHRNB4,7153,Receptor,CHRNB4
CHRNA3,7154,Receptor,CHRNA3
CHRNE,7155,Receptor,CHRNE
CHRND,7156,Receptor,CHRND
CHRNA2,7157,Receptor,CHRNA2
CHRNA6,7158,Receptor,CHRNA6
CHRNA10,7159,Receptor,CHRNA10
CHRNA9,7160,Receptor,CHRNA9
LMBR1L,7161,Receptor,LMBR1L
AQP5,7162,Receptor,AQP5
MLNR,7163,Receptor,MLNR
GPRC5D,7164,Receptor,GPRC5D
GPR75,7165,Receptor,GPR75
IFI16,7166,Receptor,IFI16
IL1RL2,7167,Receptor,IL1RL2
FXYD1,7168,Receptor,FXYD1
TACR2,7169,Receptor,TACR2
TACR3,7170,Receptor,TACR3
MCHR2,7171,Receptor,MCHR2
MCHR1,7172,Receptor,MCHR1
TSPAN1,7173,Receptor,TSPAN1
GPC2,7174,Receptor,GPC2
TYR,7175,Receptor,TYR
GALR2,7176,Receptor,GALR2
GALR3,7177,Receptor,GALR3
GALR1,7178,Receptor,GALR1
GPR151,7179,Receptor,GPR151
TRPM3,7180,Receptor,TRPM3
PGLYRP1,7181,Receptor,PGLYRP1
STK38,7182,Receptor,STK38
HTR4,7183,Receptor,HTR4
KCNH2,7184,Receptor,KCNH2
CLEC12A,7185,Receptor,CLEC12A
NTSR2,7186,Receptor,NTSR2
NTSR1,7187,Receptor,NTSR1
TMEM219,7188,Receptor,TMEM219
PSMD14,7189,Receptor,PSMD14
IDE,7190,Receptor,IDE
PSMB1,7191,Receptor,PSMB1
PSMB6,7192,Receptor,PSMB6
PSMB5,7193,Receptor,PSMB5
PSMB2,7194,Receptor,PSMB2
SLC10A2,7195,Receptor,SLC10A2
STX4,7196,Receptor,STX4
ULBP1,7197,Receptor,ULBP1
GUCY2F,7198,Receptor,GUCY2F
GUCY2D,7199,Receptor,GUCY2D
SLC25A18,7200,Receptor,SLC25A18
SLC25A22,7201,Receptor,SLC25A22
NPTXR,7202,Receptor,NPTXR
NMUR2,7203,Receptor,NMUR2
NMUR1,7204,Receptor,NMUR1
MCFD2,7205,Receptor,MCFD2
STRADB,7206,Receptor,STRADB
LYVE1,7207,Receptor,LYVE1
PITPNM3,7208,Receptor,PITPNM3
GYPE,7209,Receptor,GYPE
CES1,7210,Receptor,CES1
IL27RA,7211,Receptor,IL27RA
ALPK3,7212,Receptor,ALPK3
ALPK1,7213,Receptor,ALPK1
HTR1B,7214,Receptor,HTR1B
SCN1A,7215,Receptor,SCN1A
SCN2A,7216,Receptor,SCN2A
SCN3A,7217,Receptor,SCN3A
SCN11A,7218,Receptor,SCN11A
SMAP1,7219,Receptor,SMAP1
P2RY14,7220,Receptor,P2RY14
QRFPR,7221,Receptor,QRFPR
MAP3K4,7222,Receptor,MAP3K4
NR1I2,7223,Receptor,NR1I2
DIP2A,7224,Receptor,DIP2A
KCNJ10,7225,Receptor,KCNJ10
GRIN2C,7226,Receptor,GRIN2C
KCNJ15,7227,Receptor,KCNJ15
KCND1,7228,Receptor,KCND1
KCND2,7229,Receptor,KCND2
IL18RAP,7230,Receptor,IL18RAP
IL18R1,7231,Receptor,IL18R1
NR5A2,7232,Receptor,NR5A2
ESRRB,7233,Receptor,ESRRB
RARB,7234,Receptor,RARB
THRA,7235,Receptor,THRA
ESRRA,7236,Receptor,ESRRA
RXRB,7237,Receptor,RXRB
NR1H2,7238,Receptor,NR1H2
NR1H3,7239,Receptor,NR1H3
FAT1,7240,Receptor,FAT1
KISS1R,7241,Receptor,KISS1R
IL17RA,7242,Receptor,IL17RA
CDH19,7243,Receptor,CDH19
CDH7,7244,Receptor,CDH7
TECTA,7245,Receptor,TECTA
ATP5F1B,7246,Receptor,ATP5F1B
PGAP6,7247,Receptor,PGAP6
IL31RA,7248,Receptor,IL31RA
GPR15,7249,Receptor,GPR15
GPR19,7250,Receptor,GPR19
ADGRG3,7251,Receptor,ADGRG3
GPR35,7252,Receptor,GPR35
CEACAM19,7253,Receptor,CEACAM19
NPBWR1,7254,Receptor,NPBWR1
NPBWR2,7255,Receptor,NPBWR2
DLL3,7256,Receptor,DLL3
PGRMC2,7257,Receptor,PGRMC2
GPR101,7258,Receptor,GPR101
IGDCC3,7259,Receptor,IGDCC3
GLRA2,7260,Receptor,GLRA2
MARCO,7261,Receptor,MARCO
TDGF1,7262,Receptor,TDGF1
GFRAL,7263,Receptor,GFRAL
IL17RB,7264,Receptor,IL17RB
GPR25,7265,Receptor,GPR25
OR1G1,7266,Receptor,OR1G1
IL17RE,7267,Receptor,IL17RE
CRLF1,7268,Receptor,CRLF1
GPR39,7269,Receptor,GPR39
PTGER3,7270,Receptor,PTGER3
GPR171,7271,Receptor,GPR171
ANTXR2,7272,Receptor,ANTXR2
SORCS1,7273,Receptor,SORCS1
EDA,7274,Receptor,EDA
ADAM19,7275,Receptor,ADAM19
ADAMTS1,7276,Receptor,ADAMTS1
PLA2R1,7277,Receptor,PLA2R1
PGRMC1,7278,Receptor,PGRMC1
CYP3A4,7279,Receptor,CYP3A4
SLC6A12,7280,Receptor,SLC6A12
IFIH1,7281,Receptor,IFIH1
CDC7,7282,Receptor,CDC7
OGG1,7283,Receptor,OGG1
SUV39H1,7284,Receptor,SUV39H1
RBBP9,7285,Receptor,RBBP9
CDK16,7286,Receptor,CDK16
KAT2A,7287,Receptor,KAT2A
EGLN2,7288,Receptor,EGLN2
KDM5D,7289,Receptor,KDM5D
KDM4C,7290,Receptor,KDM4C
CDK7,7291,Receptor,CDK7
AMOT,7292,Receptor,AMOT
MARK4,7293,Receptor,MARK4
SMG1,7294,Receptor,SMG1
ECT2,7295,Receptor,ECT2
GRID2,7296,Receptor,GRID2
MAPK6,7297,Receptor,MAPK6
OXSR1,7298,Receptor,OXSR1
SLC12A3,7299,Receptor,SLC12A3
SLC12A6,7300,Receptor,SLC12A6
SLC12A4,7301,Receptor,SLC12A4
SLC12A7,7302,Receptor,SLC12A7
TRPC7,7303,Receptor,TRPC7
TRPM6,7304,Receptor,TRPM6
TRPM7,7305,Receptor,TRPM7
MYH9,7306,Receptor,MYH9
MCOLN1,7307,Receptor,MCOLN1
MCOLN2,7308,Receptor,MCOLN2
PKD2L2,7309,Receptor,PKD2L2
EIF3J,7310,Receptor,EIF3J
HNRNPA0,7311,Receptor,HNRNPA0
GADD45A,7312,Receptor,GADD45A
PARN,7313,Receptor,PARN
MYO15A,7314,Receptor,MYO15A
TIAL1,7315,Receptor,TIAL1
ATOH1,7316,Receptor,ATOH1
ZFP36,7317,Receptor,ZFP36
HES5,7318,Receptor,HES5
LFNG,7319,Receptor,LFNG
OTX2,7320,Receptor,OTX2
HMX3,7321,Receptor,HMX3
DLX5,7322,Receptor,DLX5
OTX1,7323,Receptor,OTX1
DACH1,7324,Receptor,DACH1
DACH2,7325,Receptor,DACH2
PCDH15,7326,Receptor,PCDH15
MYO7A,7327,Receptor,MYO7A
TXNRD1,7328,Receptor,TXNRD1
TXN,7329,Receptor,TXN
GABPA,7330,Receptor,GABPA
GFI1,7331,Receptor,GFI1
CDKN1C,7332,Receptor,CDKN1C
BTRC,7333,Receptor,BTRC
PAX3,7334,Receptor,PAX3
AKR1B1,7335,Receptor,AKR1B1
PAX8,7336,Receptor,PAX8
FOXI1,7337,Receptor,FOXI1
SLC5A3,7338,Receptor,SLC5A3
NFKB1,7339,Receptor,NFKB1
AKT1,7340,Receptor,AKT1
CPSF3,7341,Receptor,CPSF3
CSTF1,7342,Receptor,CSTF1
ACIN1,7343,Receptor,ACIN1
CDKN1A,7344,Receptor,CDKN1A
PRC1,7345,Receptor,PRC1
ATF3,7346,Receptor,ATF3
TP53,7347,Receptor,TP53
TERF2,7348,Receptor,TERF2
MCM6,7349,Receptor,MCM6
XPA,7350,Receptor,XPA
MCM4,7351,Receptor,MCM4
MCM5,7352,Receptor,MCM5
MCM2,7353,Receptor,MCM2
MCM3,7354,Receptor,MCM3
CDCA4,7355,Receptor,CDCA4
E2F1,7356,Receptor,E2F1
IGF1,7357,Receptor,IGF1
TP73,7358,Receptor,TP73
MCM7,7359,Receptor,MCM7
MCM8,7360,Receptor,MCM8
CRY2,7361,Receptor,CRY2
ARNTL,7362,Receptor,ARNTL
PER2,7363,Receptor,PER2
PER1,7364,Receptor,PER1
CLSPN,7365,Receptor,CLSPN
CCNE1,7366,Receptor,CCNE1
POLI,7367,Receptor,POLI
SEPTIN5,7368,Receptor,SEPTIN5
POLH,7369,Receptor,POLH
MYC,7370,Receptor,MYC
MDM4,7371,Receptor,MDM4
E2F4,7372,Receptor,E2F4
RBL1,7373,Receptor,RBL1
E2F5,7374,Receptor,E2F5
TP53BP1,7375,Receptor,TP53BP1
H2AC20,7376,Receptor,H2AC20
RNF8,7377,Receptor,RNF8
RANBP2,7378,Receptor,RANBP2
PUF60,7379,Receptor,PUF60
SNCAIP,7380,Receptor,SNCAIP
XRCC4,7381,Receptor,XRCC4
JUN,7382,Receptor,JUN
ATXN2,7383,Receptor,ATXN2
SNCA,7384,Receptor,SNCA
PNKP,7385,Receptor,PNKP
PREX2,7386,Receptor,PREX2
PEBP1,7387,Receptor,PEBP1
FBXW7,7388,Receptor,FBXW7
PXN,7389,Receptor,PXN
GSN,7390,Receptor,GSN
UPF1,7391,Receptor,UPF1
USP28,7392,Receptor,USP28
ATG13,7393,Receptor,ATG13
RB1CC1,7394,Receptor,RB1CC1
SH3GLB1,7395,Receptor,SH3GLB1
UVRAG,7396,Receptor,UVRAG
PIK3R4,7397,Receptor,PIK3R4
TIAM1,7398,Receptor,TIAM1
RAC1,7399,Receptor,RAC1
HRAS,7400,Receptor,HRAS
ATG12,7401,Receptor,ATG12
RPTOR,7402,Receptor,RPTOR
AKT1S1,7403,Receptor,AKT1S1
MLST8,7404,Receptor,MLST8
BECN1,7405,Receptor,BECN1
BAD,7406,Receptor,BAD
ATG5,7407,Receptor,ATG5
ATG3,7408,Receptor,ATG3
ATG16L1,7409,Receptor,ATG16L1
BNIP3,7410,Receptor,BNIP3
MAP1LC3B,7411,Receptor,MAP1LC3B
PIK3C3,7412,Receptor,PIK3C3
BID,7413,Receptor,BID
